Rainfall_mm,Temperature_C,Humidity_pct,Fertilizer_Used_kg,Yield_ton_per_ha,Crop_Barley,Crop_Maize,Crop_Rice,Crop_Wheat,Region_Region_A,Region_Region_B,Region_Region_C,Region_Region_D,Soil_Type_Clay,Soil_Type_Loam,Soil_Type_Sandy,Irrigation_Drip,Irrigation_Flood,Irrigation_Sprinkler,Irrigation_Unknown,Previous_Crop_Barley,Previous_Crop_Maize,Previous_Crop_Rice,Previous_Crop_Unknown,Previous_Crop_Wheat
1104.3,34.2,89.5,60.3,66.53,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
1393.5,30.4,82.8,244.8,165.11,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False
1221.4,29.4,48.6,200.2,144.25,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
485.5,24.8,65.6,56.3,48.79,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False
1273.7,23.9,60.1,161.2,129.27,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
358.7,25.5,37.8,87.4,59.81,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
1008.9,20.9,89.4,268.3,168.36,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
1347.6,33.1,55.5,53.2,76.24,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
331.5,30.9,60.3,268.3,155.2,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1304.6,31.0,68.9,285.2,187.15,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
1238.2,23.7,41.5,68.2,63.11,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
854.9,16.4,43.3,230.0,138.68,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
601.6,28.7,41.6,187.2,122.74,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
727.1,22.5,53.1,288.6,179.14,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
1459.3,32.4,42.0,249.5,181.68,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
462.2,30.6,85.6,223.6,129.59,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
953.5,17.9,72.9,281.4,171.24,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
308.2,27.0,83.9,90.1,63.39,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
483.3,28.8,80.9,144.0,95.26,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
1192.3,26.4,72.2,260.7,158.97,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False
593.4,25.3,44.6,75.4,60.78,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1481.5,19.6,66.9,283.9,190.05,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
851.1,19.7,41.2,236.3,141.86,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False
871.5,30.4,37.9,159.8,109.14,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
247.2,15.4,68.0,134.7,79.17,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
1443.5,30.6,67.5,86.9,91.79,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
426.5,25.5,39.4,73.4,59.26,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
899.8,33.7,51.1,155.9,120.49,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
714.4,34.9,34.0,260.8,163.54,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
740.3,28.3,72.9,183.0,121.6,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
1036.3,23.2,89.2,162.8,116.39,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
1060.7,24.5,74.4,129.8,105.6,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
400.6,19.1,80.6,89.2,57.32,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
849.5,17.0,58.6,297.5,174.9,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True
1227.6,26.6,35.7,56.4,64.19,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
776.3,31.1,73.6,128.0,85.76,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
415.5,20.2,45.4,242.3,144.06,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
607.2,23.4,53.3,180.1,114.3,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
476.1,26.1,72.2,128.5,86.41,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
363.6,33.2,84.3,298.2,166.02,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False
690.9,17.8,59.2,204.8,136.14,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
903.2,19.7,87.7,123.8,101.73,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
294.6,33.4,61.2,262.0,146.43,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
985.0,15.8,37.4,87.5,76.32,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
1490.9,28.1,61.1,165.9,132.2,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
1453.4,27.8,81.6,259.9,173.54,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
1277.9,22.7,62.3,295.9,188.78,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False
546.2,24.4,74.9,145.8,92.59,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False
229.1,32.1,62.9,84.5,44.46,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
1283.6,18.3,62.8,191.7,126.63,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
272.4,19.6,47.1,286.0,154.77,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
467.3,25.2,42.1,216.4,131.42,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
907.8,23.2,46.7,200.5,128.27,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
431.9,26.5,56.5,127.3,90.66,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1283.9,33.4,78.6,201.6,144.59,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False
1210.3,33.3,79.7,271.2,174.33,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
1182.5,19.6,39.8,143.9,104.23,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1261.0,21.0,63.2,110.5,97.77,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
485.6,18.2,55.0,170.2,93.26,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
1147.6,33.6,64.3,144.0,109.4,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
661.9,23.0,68.9,167.5,108.43,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False
1066.9,24.0,46.8,73.9,66.77,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
358.6,31.1,85.2,134.1,81.41,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
1117.3,25.3,86.1,256.6,167.0,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
1463.7,17.4,36.3,150.1,116.35,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
256.7,23.8,72.2,292.0,161.72,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
322.0,27.6,32.0,227.2,133.49,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True
360.7,29.4,32.8,141.5,82.4,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
759.7,27.9,87.5,112.9,83.82,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False
578.0,17.4,71.7,221.3,130.85,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
1249.0,21.1,49.5,125.6,106.22,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
815.9,29.7,70.2,281.7,169.78,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
829.9,32.6,80.8,79.1,67.36,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
1132.1,15.9,82.3,57.2,60.46,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False
670.6,15.8,31.2,105.3,80.11,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
659.2,27.9,79.1,201.7,123.31,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
1184.0,26.0,81.2,258.7,166.19,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
1214.1,18.1,65.7,92.5,91.53,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False
218.7,26.0,58.8,196.2,110.58,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
386.9,34.5,36.7,86.0,56.4,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
477.0,27.6,44.4,190.8,114.25,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
657.1,24.0,59.4,54.5,46.91,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
578.9,31.6,81.9,189.5,112.53,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
1069.1,19.3,78.2,180.4,123.41,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
1276.6,23.3,59.8,60.7,72.28,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False
449.7,25.6,77.1,222.4,126.72,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
931.9,25.1,75.9,193.1,132.24,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
678.2,33.4,64.7,205.8,133.18,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
857.5,20.9,43.2,182.4,117.57,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1007.0,16.1,50.9,230.5,147.8,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1361.7,33.3,39.8,181.3,135.81,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False
450.0,19.3,30.4,280.6,152.71,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
313.1,22.6,34.8,285.9,157.65,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
1015.4,25.6,75.6,231.7,142.03,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
712.4,34.5,32.0,277.9,162.43,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False
411.8,25.7,54.0,280.8,152.08,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False
352.2,24.0,89.1,115.5,68.6,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
926.6,26.7,77.7,298.5,176.96,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False
590.6,34.4,75.0,116.9,74.97,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
1496.7,31.4,46.5,54.6,77.02,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False
727.7,18.4,68.5,290.6,168.96,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
476.0,31.1,59.9,105.9,73.4,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1017.5,31.8,67.4,196.0,136.06,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
517.5,28.8,56.1,292.7,169.66,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
842.3,28.1,61.9,62.4,58.07,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
827.3,23.8,89.3,117.3,88.54,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
789.6,27.8,49.8,202.2,129.04,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False
1234.9,29.8,43.0,240.6,162.77,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
481.6,17.5,56.9,251.8,141.56,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
1375.6,20.1,61.5,271.0,176.78,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
1228.7,18.9,35.1,92.1,85.46,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
633.1,31.8,78.4,142.5,94.22,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
434.8,28.6,55.3,228.6,134.56,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
563.4,24.0,54.8,228.8,140.83,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
632.4,31.5,69.5,127.0,84.07,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False
924.0,29.3,76.4,126.1,93.94,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
260.3,33.3,89.2,130.2,91.16,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1388.7,16.5,40.4,273.0,172.36,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
328.3,25.2,50.7,277.4,145.54,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
563.1,29.1,40.1,53.7,54.83,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
342.1,19.1,82.9,131.3,89.3,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
533.7,21.5,62.9,148.0,101.57,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
1289.0,23.4,81.1,295.6,192.72,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
999.7,30.9,89.1,286.0,177.02,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
495.5,24.9,63.0,207.1,122.02,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
1333.3,24.9,37.1,61.5,77.73,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False
1240.9,23.6,51.7,97.8,95.52,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
1179.7,19.6,32.2,158.6,121.29,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False
1301.9,33.5,81.0,289.8,180.58,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
1005.5,21.4,31.1,73.7,65.41,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
851.9,26.3,65.5,247.8,156.11,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
686.1,18.0,36.4,97.8,66.16,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
490.9,23.7,30.5,177.0,98.45,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
924.6,33.1,45.4,241.7,159.58,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
1356.3,34.9,63.1,223.1,160.51,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
972.2,22.2,34.5,243.9,163.3,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False
1395.5,18.1,66.9,253.4,177.04,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
664.0,21.3,70.3,126.4,84.27,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
1103.7,21.5,88.2,141.0,109.14,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
1043.3,27.9,84.0,253.9,159.87,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
1071.6,24.9,64.0,59.7,58.91,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False
1038.6,30.4,77.6,178.6,132.52,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False
488.2,29.0,51.8,280.1,159.52,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
386.7,20.0,65.1,271.3,157.99,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False
1472.2,30.7,54.2,251.1,176.4,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False
258.9,31.9,50.2,55.4,43.24,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False
808.1,27.0,73.7,271.9,168.48,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
752.6,33.6,47.8,277.9,167.33,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
668.0,30.7,52.8,215.9,132.94,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
1216.6,26.9,52.0,124.7,105.44,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
1169.0,33.1,82.2,172.5,134.17,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
1376.8,27.0,40.2,240.7,169.58,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False
714.1,25.4,52.9,253.3,153.24,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
933.4,22.1,83.3,135.8,98.27,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1360.0,32.7,30.9,131.5,112.5,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
1492.0,17.5,86.9,234.0,160.94,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
1460.1,24.5,83.9,221.6,154.59,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1133.2,25.7,55.1,178.3,127.1,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
386.2,26.1,69.2,155.1,94.39,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
230.1,28.0,89.5,214.3,123.29,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False
1272.8,25.1,63.3,58.1,66.61,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False
1293.2,20.1,35.8,68.9,77.32,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False
1170.3,32.1,81.2,193.3,140.31,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
563.9,28.2,38.0,102.6,68.95,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
1031.8,32.2,45.4,243.7,156.94,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False
611.1,20.5,82.4,243.1,147.78,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
785.8,27.7,45.4,227.5,142.57,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
697.2,29.3,74.7,275.9,154.64,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1387.7,22.7,56.9,85.2,92.64,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
504.4,31.2,75.6,114.8,79.22,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
950.9,15.1,43.9,113.1,80.07,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
669.3,26.9,55.2,245.6,143.87,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1062.0,27.3,49.1,180.3,126.84,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
933.9,25.7,44.9,113.2,91.32,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1401.2,27.6,48.9,84.1,94.75,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
332.1,18.3,49.4,273.3,145.77,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
486.8,28.7,87.3,223.0,129.59,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True
1196.3,21.7,62.0,182.1,135.7,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
679.4,24.0,57.7,291.4,176.11,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False
415.5,21.7,60.2,262.4,146.39,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True
854.3,24.5,89.8,94.5,75.12,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
1047.8,27.4,69.2,177.0,127.91,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False
258.3,31.8,72.2,171.5,89.5,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
579.1,24.7,48.8,261.1,152.8,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
1252.2,21.5,58.3,87.3,85.38,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
876.3,24.8,41.0,162.9,110.36,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
246.0,28.8,71.1,209.1,120.05,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
566.5,21.9,50.7,286.3,169.98,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
1030.9,23.3,74.9,274.8,168.11,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False
459.2,26.3,42.8,183.5,107.15,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
1275.6,20.9,54.2,201.7,146.63,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True
1079.5,19.2,58.3,263.1,160.51,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
812.8,17.8,40.0,236.1,143.33,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
1390.3,22.1,34.2,269.8,191.87,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
709.3,16.0,49.0,274.0,162.42,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
505.6,26.7,62.7,258.1,148.14,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1059.8,18.5,69.2,52.3,53.02,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
945.3,22.5,55.5,127.7,84.68,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
635.8,20.4,60.0,150.9,103.92,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
646.8,27.6,62.6,219.5,128.86,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
717.7,32.0,60.7,126.7,91.51,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
578.5,27.7,35.4,130.9,94.72,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False
1123.3,25.9,54.3,150.1,111.44,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1046.8,28.4,42.3,288.8,179.19,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True
773.0,15.6,62.0,159.3,109.44,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
717.2,17.5,75.5,85.2,74.39,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
674.6,16.9,64.8,51.6,53.65,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
568.5,17.0,43.3,109.2,82.41,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
311.4,20.2,42.5,284.7,144.19,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
548.7,25.6,32.2,288.7,168.04,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
617.6,17.3,55.6,182.3,119.56,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
912.0,33.7,56.0,211.6,142.15,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False
1205.9,32.1,44.2,249.0,166.38,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
714.4,34.4,75.9,64.0,54.19,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
1428.2,15.9,53.2,143.6,114.16,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1275.6,32.0,70.2,210.6,157.47,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True
1480.2,31.1,68.4,274.6,187.75,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False
1339.1,33.0,66.3,231.7,159.47,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1001.7,25.6,84.5,137.5,96.17,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False
978.0,30.8,31.0,277.5,176.58,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False
368.4,16.0,34.1,216.2,118.32,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
1139.1,16.5,73.3,257.6,166.11,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
980.3,17.4,51.2,146.4,114.72,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
859.0,33.3,89.2,50.5,61.66,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
1101.3,16.2,43.0,91.5,88.58,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
777.3,17.0,41.0,281.8,168.34,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
881.0,33.6,65.3,58.3,65.86,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False
